granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,cum_n_dose_1,cum_n_dose_2,cum_n_dose_3_all,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3_all,pop,location_name,date_of_publishing
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-02,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-03,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-04,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-05,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-06,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-07,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-08,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-09,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-10,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-11,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-12,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-13,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-14,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-15,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-16,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-17,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-18,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-19,0,0,0,0,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-20,0,0,0,7,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-21,0,0,0,10,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-22,0,0,0,14,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-23,7,0,0,21,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-24,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-25,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-26,0,0,0,25,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,8,0,0,33,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,266,0,0,299,0,0,0,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,123,0,0,422,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,68,0,0,490,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,11,0,0,501,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,10,0,0,511,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,7,0,0,518,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,0,521,0,0,0.1,0,0,693494,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,8,0,0,529,0,0,0.1,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,491,0,0,1020,0,0,0.1,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,608,0,0,1628,0,0,0.2,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,980,0,0,2608,0,0,0.4,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,457,0,0,3065,0,0,0.4,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,136,0,0,3201,0,0,0.5,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,105,0,0,3306,0,0,0.5,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,88,0,0,3394,7,0,0.5,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,254,0,0,3648,8,0,0.5,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,501,0,0,4149,11,0,0.6,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1257,0,0,5406,13,0,0.8,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1662,0,0,7068,15,0,1,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,658,0,0,7726,16,0,1.1,0,0,697010,Oslo,2022-01-13
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,283,6,0,8009,22,0,1.1,0,0,697010,Oslo,2022-01-13
