granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_icu,n_hospital_main_cause,date_of_publishing
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-19,4,16,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-20,2,13,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-21,4,18,2022-01-21
day,nation,norge,2020,total,total,2020,47,2020-47,2020/2021,18,2020-11-22,4,15,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-23,2,15,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-24,2,13,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-25,3,19,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-26,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-27,1,17,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-28,3,14,2022-01-21
day,nation,norge,2020,total,total,2020,48,2020-48,2020/2021,19,2020-11-29,2,7,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-11-30,3,15,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-01,3,18,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-02,2,11,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-03,2,15,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-04,3,25,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-05,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,49,2020-49,2020/2021,20,2020-12-06,5,17,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-07,3,13,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-08,3,15,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-09,0,11,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-10,3,15,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-11,6,7,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-12,2,12,2022-01-21
day,nation,norge,2020,total,total,2020,50,2020-50,2020/2021,21,2020-12-13,3,8,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-14,2,11,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-15,1,20,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-16,4,6,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-17,2,14,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-18,3,20,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-19,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,51,2020-51,2020/2021,22,2020-12-20,1,18,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-21,2,11,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-22,4,9,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-23,2,11,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-24,3,8,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-25,1,13,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-26,1,10,2022-01-21
day,nation,norge,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,1,16,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,2,23,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,0,16,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,2,13,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,1,12,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,2,15,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,2,10,2022-01-21
day,nation,norge,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,2,8,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,5,15,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,4,9,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,1,8,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,2,19,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,5,14,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,3,16,2022-01-21
day,nation,norge,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,2,10,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,3,12,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,0,17,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,3,22,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,3,11,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,2,14,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,4,9,2022-01-21
day,nation,norge,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,4,11,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,2,9,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,0,16,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,4,19,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,1,16,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,1,14,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,2,5,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,0,8,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,4,9,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,0,12,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,2,3,2022-01-21
day,nation,norge,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,3,6,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2,1,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-04,0,6,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-05,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-06,1,5,2022-01-21
day,nation,norge,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-07,2,5,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-08,1,9,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-09,2,7,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-10,0,7,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-11,1,7,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-12,2,7,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-13,1,7,2022-01-21
day,nation,norge,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-14,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-15,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-16,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-17,0,11,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-18,3,9,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-19,2,11,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-20,1,8,2022-01-21
day,nation,norge,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-21,1,14,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-22,3,9,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-23,2,13,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-24,1,12,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-25,3,13,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-26,2,10,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-27,1,8,2022-01-21
day,nation,norge,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-28,0,9,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-01,4,14,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-02,1,15,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-03,2,16,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-04,3,13,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-05,4,17,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-06,1,11,2022-01-21
day,nation,norge,2020,total,total,2021,9,2021-09,2020/2021,32,2021-03-07,3,19,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-08,5,26,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-09,2,21,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-10,4,19,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-11,0,24,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-12,3,32,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-13,9,24,2022-01-21
day,nation,norge,2020,total,total,2021,10,2021-10,2020/2021,33,2021-03-14,7,27,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-15,6,31,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-16,8,26,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-17,11,32,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-18,7,38,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-19,7,37,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-20,4,30,2022-01-21
day,nation,norge,2020,total,total,2021,11,2021-11,2020/2021,34,2021-03-21,4,34,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-22,2,30,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-23,11,35,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-24,10,23,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-25,5,33,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-26,9,30,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-27,6,26,2022-01-21
day,nation,norge,2020,total,total,2021,12,2021-12,2020/2021,35,2021-03-28,11,30,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-03-29,9,35,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-03-30,8,37,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-03-31,10,26,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-04-01,6,23,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-04-02,6,36,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-04-03,10,26,2022-01-21
day,nation,norge,2020,total,total,2021,13,2021-13,2020/2021,36,2021-04-04,7,27,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-05,5,27,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-06,4,33,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-07,4,30,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-08,2,32,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-09,6,36,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-10,4,19,2022-01-21
day,nation,norge,2020,total,total,2021,14,2021-14,2020/2021,37,2021-04-11,7,23,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-12,4,29,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-13,4,30,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-14,9,24,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-15,4,28,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-16,6,14,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-17,2,22,2022-01-21
day,nation,norge,2020,total,total,2021,15,2021-15,2020/2021,38,2021-04-18,4,22,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-19,3,20,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-20,7,30,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-21,2,17,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-22,6,21,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-23,4,21,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-24,5,9,2022-01-21
day,nation,norge,2020,total,total,2021,16,2021-16,2020/2021,39,2021-04-25,2,15,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-04-26,5,21,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-04-27,1,12,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-04-28,0,10,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-04-29,1,9,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-04-30,2,6,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-05-01,0,7,2022-01-21
day,nation,norge,2020,total,total,2021,17,2021-17,2020/2021,40,2021-05-02,4,4,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-03,2,13,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-04,0,7,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-05,1,14,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-06,4,12,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-07,2,6,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-08,2,4,2022-01-21
day,nation,norge,2020,total,total,2021,18,2021-18,2020/2021,41,2021-05-09,1,15,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-10,2,8,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-11,3,15,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-12,2,13,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-13,3,10,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-14,2,5,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-15,0,6,2022-01-21
day,nation,norge,2020,total,total,2021,19,2021-19,2020/2021,42,2021-05-16,1,9,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-17,2,7,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-18,1,14,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-19,4,7,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-20,2,11,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-21,2,3,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-22,0,12,2022-01-21
day,nation,norge,2020,total,total,2021,20,2021-20,2020/2021,43,2021-05-23,2,7,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-24,1,10,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-25,2,10,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-26,2,10,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-27,2,6,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-28,0,9,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-29,2,2,2022-01-21
day,nation,norge,2020,total,total,2021,21,2021-21,2020/2021,44,2021-05-30,1,4,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-05-31,2,9,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-01,0,9,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-02,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-03,2,3,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-04,1,11,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-05,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,22,2021-22,2020/2021,45,2021-06-06,3,9,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-07,1,4,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-08,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-09,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-10,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-11,0,9,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-12,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,23,2021-23,2020/2021,46,2021-06-13,2,4,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-14,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-15,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-16,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-17,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-18,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-19,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,24,2021-24,2020/2021,47,2021-06-20,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-21,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-22,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-23,0,6,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-24,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-25,3,3,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-26,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,25,2021-25,2020/2021,48,2021-06-27,1,0,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-06-28,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-06-29,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-06-30,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-07-01,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-07-02,0,2,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-07-03,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,26,2021-26,2020/2021,49,2021-07-04,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-05,3,3,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-06,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-07,1,3,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-08,1,4,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-09,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-10,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,27,2021-27,2020/2021,50,2021-07-11,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-12,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-13,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-14,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-15,1,0,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-16,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-17,1,5,2022-01-21
day,nation,norge,2020,total,total,2021,28,2021-28,2020/2021,51,2021-07-18,0,6,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-19,1,1,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-20,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-21,1,3,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-22,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-23,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-24,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,29,2021-29,2020/2021,52,2021-07-25,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-26,1,4,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-27,0,3,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-28,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-29,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-30,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-07-31,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,30,2021-30,2021/2022,1,2021-08-01,1,2,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-02,1,6,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-03,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-04,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-05,1,4,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-06,1,5,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-07,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,31,2021-31,2021/2022,2,2021-08-08,2,8,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-09,0,10,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-10,0,0,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-11,0,1,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-12,0,6,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-13,1,5,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-14,0,5,2022-01-21
day,nation,norge,2020,total,total,2021,32,2021-32,2021/2022,3,2021-08-15,2,8,2022-01-21
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-16,1,7,2022-01-21
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-17,0,4,2022-01-21
day,nation,norge,2020,total,total,2021,33,2021-33,2021/2022,4,2021-08-18,3,8,2022-01-21
