granularity_time,granularity_geo,location_code,border,age,sex,date,year,week,yrwk,season,x,n_dose_1,n_dose_2,n_dose_3,n_dose_4,cum_pr100_dose_1,cum_pr100_dose_2,cum_pr100_dose_3,cum_pr100_dose_4,pop,location_name,date_of_publishing
total,county,county54,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,192125,179994,127673,10169,79.5,74.5,52.8,4.2,241736,Troms og Finnmark,2022-08-25
total,municip,municip0301,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,550490,513587,358760,24977,78.7,73.4,51.3,3.6,699827,Oslo,2022-08-25
total,municip,municip1101,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11882,11173,9239,1391,80,75.2,62.2,9.4,14860,Eigersund,2022-08-25
total,municip,municip1103,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,113050,105119,76069,6207,78.1,72.6,52.6,4.3,144699,Stavanger,2022-08-25
total,municip,municip1106,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28690,26683,19120,1134,76.6,71.3,51.1,3,37444,Haugesund,2022-08-25
total,municip,municip1108,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,60626,56475,42569,6287,74.6,69.5,52.4,7.7,81305,Sandnes,2022-08-25
total,municip,municip1111,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2506,2358,1800,331,76.4,71.9,54.9,10.1,3281,Sokndal,2022-08-25
total,municip,municip1112,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2428,2294,1797,218,76.4,72.2,56.5,6.9,3178,Lund,2022-08-25
total,municip,municip1114,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2198,2063,1535,180,78.8,74,55,6.5,2789,Bjerkreim,2022-08-25
total,municip,municip1119,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14067,12953,9129,1061,72.9,67.1,47.3,5.5,19296,Hå,2022-08-25
total,municip,municip1120,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15125,13932,9297,1040,75,69.1,46.1,5.2,20163,Klepp,2022-08-25
total,municip,municip1121,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14706,13636,9172,1836,76,70.5,47.4,9.5,19353,Time,2022-08-25
total,municip,municip1122,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8823,8177,6302,423,72.7,67.4,51.9,3.5,12131,Gjesdal,2022-08-25
total,municip,municip1124,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21208,19671,13902,567,76.9,71.4,50.4,2.1,27568,Sola,2022-08-25
total,municip,municip1127,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9077,8377,6027,483,79.2,73.1,52.6,4.2,11454,Randaberg,2022-08-25
total,municip,municip1130,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10313,9523,7149,579,77.7,71.8,53.9,4.4,13268,Strand,2022-08-25
total,municip,municip1133,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2033,1897,1384,198,80.2,74.9,54.6,7.8,2534,Hjelmeland,2022-08-25
total,municip,municip1134,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3034,2827,2385,323,80.2,74.7,63,8.5,3784,Suldal,2022-08-25
total,municip,municip1135,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3671,3414,2682,121,81.1,75.4,59.3,2.7,4525,Sauda,2022-08-25
total,municip,municip1144,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,428,402,342,53,81.8,76.9,65.4,10.1,523,Kvitsøy,2022-08-25
total,municip,municip1145,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,709,684,514,123,82.9,80,60.1,14.4,855,Bokn,2022-08-25
total,municip,municip1146,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8592,7845,5561,704,76.1,69.5,49.3,6.2,11283,Tysvær,2022-08-25
total,municip,municip1149,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,32322,30037,22128,4179,76,70.6,52,9.8,42541,Karmøy,2022-08-25
total,municip,municip1151,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,172,169,155,29,91.5,89.9,82.4,15.4,188,Utsira,2022-08-25
total,municip,municip1160,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6755,6286,4801,506,77,71.6,54.7,5.8,8775,Vindafjord,2022-08-25
total,municip,municip1505,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19839,18944,14930,2156,82.6,78.9,62.2,9,24013,Kristiansund,2022-08-25
total,municip,municip1506,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26388,24803,19050,1407,82.5,77.5,59.5,4.4,32002,Molde,2022-08-25
total,municip,municip1507,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,52932,49415,35787,2598,78.9,73.6,53.3,3.9,67114,Ålesund,2022-08-25
total,municip,municip1511,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2549,2453,1955,421,83.7,80.6,64.2,13.8,3045,Vanylven,2022-08-25
total,municip,municip1514,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1878,1761,1372,36,77.5,72.7,56.6,1.5,2422,Sande,2022-08-25
total,municip,municip1515,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6957,6512,4906,523,79.4,74.3,56,6,8765,Herøy,2022-08-25
total,municip,municip1516,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6785,6336,5119,473,79.3,74,59.8,5.5,8557,Ulstein,2022-08-25
total,municip,municip1517,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3864,3630,2857,341,75.4,70.8,55.7,6.7,5126,Hareid,2022-08-25
total,municip,municip1520,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8698,8110,6669,384,80.3,74.9,61.6,3.5,10833,Ørsta,2022-08-25
total,municip,municip1525,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3604,3374,2728,161,80.7,75.5,61.1,3.6,4467,Stranda,2022-08-25
total,municip,municip1528,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6219,5804,4622,190,82.3,76.8,61.2,2.5,7558,Sykkylven,2022-08-25
total,municip,municip1531,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7418,6867,5533,336,77.7,71.9,58,3.5,9547,Sula,2022-08-25
total,municip,municip1532,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6626,6142,4402,283,77.1,71.4,51.2,3.3,8597,Giske,2022-08-25
total,municip,municip1535,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5660,5344,3829,250,81.6,77,55.2,3.6,6936,Vestnes,2022-08-25
total,municip,municip1539,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5646,5274,3703,93,80.4,75.1,52.8,1.3,7019,Rauma,2022-08-25
total,municip,municip1547,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2927,2815,2064,436,83.2,80,58.7,12.4,3518,Aukra,2022-08-25
total,municip,municip1554,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4756,4496,3462,269,81.6,77.1,59.4,4.6,5828,Averøy,2022-08-25
total,municip,municip1557,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2135,2004,1641,45,80,75.1,61.5,1.7,2669,Gjemnes,2022-08-25
total,municip,municip1560,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2486,2368,2010,332,84,80,67.9,11.2,2960,Tingvoll,2022-08-25
total,municip,municip1563,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5973,5672,4809,1206,86.2,81.8,69.4,17.4,6932,Sunndal,2022-08-25
total,municip,municip1566,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4986,4750,4074,538,85.2,81.2,69.7,9.2,5849,Surnadal,2022-08-25
total,municip,municip1573,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1786,1720,1399,133,84.2,81.1,66,6.3,2120,Smøla,2022-08-25
total,municip,municip1576,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2805,2672,2187,250,82.9,79,64.6,7.4,3384,Aure,2022-08-25
total,municip,municip1577,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8742,8211,6607,931,80.9,76,61.1,8.6,10809,Volda,2022-08-25
total,municip,municip1578,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2102,1960,1623,219,84.4,78.7,65.2,8.8,2491,Fjord,2022-08-25
total,municip,municip1579,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,10565,9883,7714,509,79.5,74.4,58.1,3.8,13287,Hustadvika,2022-08-25
total,municip,municip1804,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,42821,39924,28970,2452,81.1,75.6,54.9,4.6,52803,Bodø,2022-08-25
total,municip,municip1806,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,17498,16506,12282,925,81.3,76.7,57,4.3,21530,Narvik,2022-08-25
total,municip,municip1811,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1166,1087,852,23,82.9,77.3,60.6,1.6,1406,Bindal,2022-08-25
total,municip,municip1812,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1678,1567,1158,124,84.7,79.1,58.5,6.3,1981,Sømna,2022-08-25
total,municip,municip1813,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6377,5909,4249,163,82,76,54.6,2.1,7777,Brønnøy,2022-08-25
total,municip,municip1815,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1007,934,798,63,85.7,79.5,67.9,5.4,1175,Vega,2022-08-25
total,municip,municip1816,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,376,360,280,28,81.4,77.9,60.6,6.1,462,Vevelstad,2022-08-25
total,municip,municip1818,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1391,1305,1032,101,76.2,71.5,56.5,5.5,1825,Herøy,2022-08-25
total,municip,municip1820,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6008,5669,4366,81,81.9,77.3,59.5,1.1,7333,Alstahaug,2022-08-25
total,municip,municip1822,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1771,1649,1228,42,78.5,73.1,54.4,1.9,2257,Leirfjord,2022-08-25
total,municip,municip1824,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11008,10357,7507,316,83.2,78.3,56.7,2.4,13233,Vefsn,2022-08-25
total,municip,municip1825,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1213,1174,909,47,83,80.4,62.2,3.2,1461,Grane,2022-08-25
total,municip,municip1826,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1093,1040,847,110,85.9,81.7,66.5,8.6,1273,Hattfjelldal,2022-08-25
total,municip,municip1827,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1122,1047,877,93,82,76.5,64.1,6.8,1369,Dønna,2022-08-25
total,municip,municip1828,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1383,1281,901,51,81.4,75.4,53.1,3,1698,Nesna,2022-08-25
total,municip,municip1832,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3561,3373,2375,162,80.6,76.3,53.7,3.7,4420,Hemnes,2022-08-25
total,municip,municip1833,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21458,20275,14289,632,82.2,77.7,54.8,2.4,26092,Rana,2022-08-25
total,municip,municip1834,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1516,1423,1043,117,81.1,76.1,55.8,6.3,1869,Lurøy,2022-08-25
total,municip,municip1835,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,365,343,255,0,81.1,76.2,56.7,0,450,Træna,2022-08-25
total,municip,municip1836,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,913,875,652,91,79.2,75.9,56.5,7.9,1153,Rødøy,2022-08-25
total,municip,municip1837,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4988,4647,3477,97,80.3,74.8,56,1.6,6214,Meløy,2022-08-25
total,municip,municip1838,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1539,1460,1225,180,81.3,77.1,64.7,9.5,1894,Gildeskål,2022-08-25
total,municip,municip1839,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,861,838,692,124,85.1,82.8,68.4,12.3,1012,Beiarn,2022-08-25
total,municip,municip1840,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3801,3597,2964,281,82.3,77.9,64.2,6.1,4617,Saltdal,2022-08-25
total,municip,municip1841,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8046,7573,5761,251,83.8,78.9,60,2.6,9603,Fauske,2022-08-25
total,municip,municip1845,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1563,1509,1222,99,83.6,80.7,65.4,5.3,1869,Sørfold,2022-08-25
total,municip,municip1848,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2106,1997,1466,110,81.3,77.1,56.6,4.2,2591,Steigen,2022-08-25
total,municip,municip1851,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1653,1582,1233,165,83.7,80.1,62.4,8.4,1976,Lødingen,2022-08-25
total,municip,municip1853,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1077,1039,836,146,80.7,77.9,62.7,10.9,1334,Evenes,2022-08-25
total,municip,municip1856,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,414,388,301,45,88.3,82.7,64.2,9.6,469,Røst,2022-08-25
total,municip,municip1857,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,531,502,397,27,78.3,74,58.6,4,678,Værøy,2022-08-25
total,municip,municip1859,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,993,956,698,27,81.7,78.6,57.4,2.2,1216,Flakstad,2022-08-25
total,municip,municip1860,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,9038,8481,5691,383,78.1,73.3,49.2,3.3,11566,Vestvågøy,2022-08-25
total,municip,municip1865,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7690,7096,4833,449,79.1,73,49.7,4.6,9724,Vågan,2022-08-25
total,municip,municip1866,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6515,6084,4247,298,80.4,75,52.4,3.7,8107,Hadsel,2022-08-25
total,municip,municip1867,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2070,1977,1603,79,80.7,77.1,62.5,3.1,2565,Bø,2022-08-25
total,municip,municip1868,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3445,3207,2269,111,77.3,71.9,50.9,2.5,4458,Øksnes,2022-08-25
total,municip,municip1870,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8396,7820,5642,541,80.2,74.7,53.9,5.2,10468,Sortland,2022-08-25
total,municip,municip1871,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3772,3564,2847,224,82.5,78,62.3,4.9,4572,Andøy,2022-08-25
total,municip,municip1874,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,820,783,627,73,83.5,79.7,63.8,7.4,982,Moskenes,2022-08-25
total,municip,municip1875,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2216,2100,1651,144,81.8,77.5,61,5.3,2708,Hamarøy,2022-08-25
total,municip,municip3001,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25401,23805,17638,1412,80.8,75.7,56.1,4.5,31444,Halden,2022-08-25
total,municip,municip3002,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,41294,38686,31025,1510,82.1,76.9,61.7,3,50290,Moss,2022-08-25
total,municip,municip3003,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,46909,44128,35085,5599,80.6,75.8,60.3,9.6,58182,Sarpsborg,2022-08-25
total,municip,municip3004,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,66866,62314,46744,5918,79.7,74.3,55.7,7.1,83892,Fredrikstad,2022-08-25
total,municip,municip3005,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,79221,73808,53493,7664,77.5,72.2,52.3,7.5,102273,Drammen,2022-08-25
total,municip,municip3006,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,22563,21215,16213,1978,80.9,76.1,58.2,7.1,27879,Kongsberg,2022-08-25
total,municip,municip3007,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,25104,23485,16428,1861,81,75.7,53,6,31011,Ringerike,2022-08-25
total,municip,municip3011,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4112,3899,3213,231,86.7,82.2,67.8,4.9,4741,Hvaler,2022-08-25
total,municip,municip3012,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1101,1054,866,93,83.7,80.2,65.9,7.1,1315,Aremark,2022-08-25
total,municip,municip3013,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3049,2904,2273,451,85.2,81.2,63.5,12.6,3578,Marker,2022-08-25
total,municip,municip3014,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35407,33108,23197,1722,77.6,72.6,50.9,3.8,45608,Indre Østfold,2022-08-25
total,municip,municip3015,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3039,2823,2185,223,79,73.4,56.8,5.8,3846,Skiptvet,2022-08-25
total,municip,municip3016,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6688,6292,4848,793,80.5,75.7,58.3,9.5,8312,Rakkestad,2022-08-25
total,municip,municip3017,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6093,5681,4358,350,79.8,74.4,57.1,4.6,7633,Råde,2022-08-25
total,municip,municip3018,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4451,4139,3358,67,75.3,70,56.8,1.1,5913,Våler,2022-08-25
total,municip,municip3019,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14413,13477,9827,794,77.1,72.1,52.6,4.2,18699,Vestby,2022-08-25
total,municip,municip3020,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,48085,44490,32100,3783,78.8,72.9,52.6,6.2,61032,Nordre Follo,2022-08-25
total,municip,municip3021,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16076,14832,9955,494,77.4,71.4,47.9,2.4,20780,Ås,2022-08-25
total,municip,municip3022,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,13017,12189,9284,763,80.9,75.8,57.7,4.7,16084,Frogn,2022-08-25
total,municip,municip3023,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15465,14249,10390,767,77.6,71.5,52.1,3.8,19939,Nesodden,2022-08-25
total,municip,municip3024,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,101700,93988,73640,8952,78.8,72.9,57.1,6.9,128982,Bærum,2022-08-25
total,municip,municip3025,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,75787,70004,52431,7757,78.9,72.9,54.6,8.1,96088,Asker,2022-08-25
total,municip,municip3026,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14220,13338,10080,663,80.1,75.1,56.8,3.7,17754,Aurskog-Høland,2022-08-25
total,municip,municip3027,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,14525,13299,9700,1122,76.4,69.9,51,5.9,19024,Rælingen,2022-08-25
total,municip,municip3028,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,8760,7997,6206,130,77.9,71.1,55.2,1.2,11249,Enebakk,2022-08-25
total,municip,municip3029,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,35156,32450,22835,2761,78.7,72.6,51.1,6.2,44693,Lørenskog,2022-08-25
total,municip,municip3030,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,69476,64118,45859,4458,78,72,51.5,5,89095,Lillestrøm,2022-08-25
total,municip,municip3031,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,19864,18380,14452,2436,79.6,73.7,57.9,9.8,24947,Nittedal,2022-08-25
total,municip,municip3032,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5613,5223,4041,523,80.3,74.7,57.8,7.5,6989,Gjerdrum,2022-08-25
total,municip,municip3033,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,31284,28777,20657,2155,75.3,69.2,49.7,5.2,41565,Ullensaker,2022-08-25
total,municip,municip3034,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,18588,17372,12462,995,77.8,72.7,52.1,4.2,23898,Nes,2022-08-25
total,municip,municip3035,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,20871,19453,14353,2342,78.1,72.8,53.7,8.8,26716,Eidsvoll,2022-08-25
total,municip,municip3036,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11700,10841,7991,1119,77.6,71.9,53,7.4,15074,Nannestad,2022-08-25
total,municip,municip3037,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2268,2134,1573,56,78.1,73.5,54.1,1.9,2905,Hurdal,2022-08-25
total,municip,municip3038,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5242,4852,3767,212,76.4,70.7,54.9,3.1,6859,Hole,2022-08-25
total,municip,municip3039,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,883,851,728,154,83.5,80.5,68.9,14.6,1057,Flå,2022-08-25
total,municip,municip3040,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2732,2615,2045,282,83.5,79.9,62.5,8.6,3273,Nesbyen,2022-08-25
total,municip,municip3041,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3802,3562,2776,258,81.5,76.3,59.5,5.5,4667,Gol,2022-08-25
total,municip,municip3042,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1968,1850,1382,225,75.4,70.9,52.9,8.6,2611,Hemsedal,2022-08-25
total,municip,municip3043,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3801,3612,2755,376,81.7,77.7,59.2,8.1,4650,Ål,2022-08-25
total,municip,municip3044,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3532,3350,2555,363,78.4,74.4,56.7,8.1,4504,Hol,2022-08-25
total,municip,municip3045,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2860,2663,2228,323,81.9,76.3,63.8,9.2,3492,Sigdal,2022-08-25
total,municip,municip3046,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1737,1631,1364,203,79.4,74.5,62.3,9.3,2189,Krødsherad,2022-08-25
total,municip,municip3047,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,11396,10706,7906,499,79.8,75,55.4,3.5,14273,Modum,2022-08-25
total,municip,municip3048,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15326,14297,9958,461,76.5,71.3,49.7,2.3,20044,Øvre Eiker,2022-08-25
total,municip,municip3049,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,21532,20036,15217,739,78.1,72.6,55.2,2.7,27584,Lier,2022-08-25
total,municip,municip3050,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,2147,2020,1675,105,78.9,74.3,61.6,3.9,2720,Flesberg,2022-08-25
total,municip,municip3051,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1162,1120,960,116,84.8,81.8,70.1,8.5,1370,Rollag,2022-08-25
total,municip,municip3052,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,1963,1862,1422,33,80,75.8,57.9,1.3,2455,Nore og Uvdal,2022-08-25
total,municip,municip3053,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5627,5308,4143,307,81.5,76.8,60,4.4,6908,Jevnaker,2022-08-25
total,municip,municip3054,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,7418,6907,5292,340,81.1,75.5,57.9,3.7,9144,Lunner,2022-08-25
total,municip,municip3401,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,15031,14264,10720,1208,83.7,79.5,59.7,6.7,17949,Kongsvinger,2022-08-25
total,municip,municip3403,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,26557,24773,19267,1358,83,77.4,60.2,4.2,31999,Hamar,2022-08-25
total,municip,municip3405,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,23693,22278,17657,1138,83.4,78.4,62.1,4,28425,Lillehammer,2022-08-25
total,municip,municip3407,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,24974,23548,16983,685,82.5,77.8,56.1,2.3,30267,Gjøvik,2022-08-25
total,municip,municip3411,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,28599,26644,18700,1028,81.5,76,53.3,2.9,35073,Ringsaker,2022-08-25
total,municip,municip3412,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6198,5881,4594,270,80.3,76.2,59.5,3.5,7715,Løten,2022-08-25
total,municip,municip3413,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,16834,15961,12276,861,79.6,75.4,58,4.1,21156,Stange,2022-08-25
total,municip,municip3414,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,4212,4016,3113,508,84,80.1,62.1,10.1,5016,Nord-Odal,2022-08-25
total,municip,municip3415,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,6500,6155,4574,260,81.5,77.1,57.3,3.3,7978,Sør-Odal,2022-08-25
total,municip,municip3416,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,5212,4993,3976,847,86.4,82.8,65.9,14,6032,Eidskog,2022-08-25
total,municip,municip3417,2020,total,total,1900-01-01,1900,1,1900-01,1899/1900,24,3959,3780,3014,544,87,83.1,66.3,12,4548,Grue,2022-08-25
